epoch,loss,precision,batch
0,0,0,0
0,2.3053503036499023,0.4337735564164669,0
0,2.265252113342285,0.4414519664765003,300
0,2.234839916229248,0.4474593427198393,600
0,2.1579716205596924,0.4633981237161217,900
1,2.1697354316711426,0.46088568467990326,0
1,2.117000102996826,0.4723665334661059,300
1,2.0446197986602783,0.4890884851331492,600
1,1.8988395929336548,0.5266374283122186,900
2,1.9265453815460205,0.5190638173275299,0
2,1.827415108680725,0.5472210420334847,300
2,1.7015351057052612,0.587704594896098,600
2,1.524379849433899,0.656004473144515,900
3,1.594522476196289,0.627147007915176,0
3,1.4890447854995728,0.671571473026247,300
3,1.3860101699829102,0.7214954274197932,600
3,1.2457749843597412,0.8027131805941217,900
4,1.336628794670105,0.7481508732922451,0
4,1.265321969985962,0.790312682242524,300
4,1.191669225692749,0.8391590371217931,600
4,1.0812911987304688,0.9248202530216543,900
5,1.1646976470947266,0.8585919294114179,0
5,1.1256126165390015,0.8884051096324496,300
5,1.0719075202941895,0.9329163020757106,600
5,0.977431058883667,1.023090059305164,900
6,1.045426607131958,0.9565473015302507,0
6,1.0322625637054443,0.968745777634681,300
6,0.9931599497795105,1.0068871587320936,600
6,0.9072881937026978,1.1021856196749786,900
7,0.957328736782074,1.0445732605513958,0
7,0.9655570387840271,1.0356715966353978,300
7,0.937240719795227,1.0669617515321836,600
7,0.8564978837966919,1.1675452081296342,900
8,0.8892744183540344,1.1245122758067285,0
8,0.9155375957489014,1.092254435692517,300
8,0.8947272300720215,1.1176590656791618,600
8,0.8175240159034729,1.2232056557933246,900
9,0.8348194360733032,1.1978638215512183,0
9,0.8768184781074524,1.1404869137320484,300
9,0.8602250814437866,1.1624864486880777,600
9,0.7863230109214783,1.2717420018372823,900
10,0.7899090051651001,1.26596860329626,0
10,0.8460742235183716,1.1819294007581667,300
10,0.8309416770935059,1.2034538976283289,600
10,0.7603720426559448,1.3151456706733269,900
11,0.7519261837005615,1.3299177787353507,0
11,0.8208488821983337,1.218251034614164,300
11,0.8049899339675903,1.2422515584403084,600
11,0.7379544973373413,1.3550971009840864,900
12,0.7191240787506104,1.3905806098682956,0
12,0.7997422218322754,1.250402908213246,300
12,0.7813611030578613,1.2798179946333315,600
12,0.7179514765739441,1.3928517910040217,900
13,0.6902348399162292,1.4487822725977808,0
13,0.781510591506958,1.2795731892407713,300
13,0.7597223520278931,1.3162703418304655,600
13,0.6999970078468323,1.428577535032567,900
14,0.6644447445869446,1.50501604256296,0
14,0.7654500007629395,1.306421058205343,300
14,0.7395471334457397,1.3521788602448415,600
14,0.6836111545562744,1.4628198989074288,900
15,0.6412585973739624,1.55943328338229,0
15,0.7510204315185547,1.3315216977226725,300
15,0.7206534147262573,1.3876295866576216,600
15,0.6684466004371643,1.4960058130986076,900
16,0.620173454284668,1.6124521181794835,0
16,0.7380700707435608,1.3548849081396306,300
16,0.7029485702514648,1.4225791790746105,600
16,0.6545150279998779,1.5278487998295227,900
17,0.6010657548904419,1.6637114855799313,0
17,0.7261584401130676,1.3771099318824875,300
17,0.6864944100379944,1.456676100166139,600
17,0.6415006518363953,1.5588448696620099,900
18,0.5836675763130188,1.7133040117063203,0
18,0.7152360677719116,1.3981397821773431,300
18,0.6711704730987549,1.4899344355586122,600
18,0.6293253898620605,1.5890031073101727,900
19,0.5678212642669678,1.7611175609827785,0
19,0.7050715684890747,1.4182957371872744,300
19,0.6569891571998596,1.5220951351192462,600
19,0.6179776191711426,1.618181579684458,900
20,0.553377091884613,1.8070860081944162,0
20,0.6955869197845459,1.4376348541886674,300
20,0.6437721252441406,1.5533446708658991,600
20,0.6074321866035461,1.64627430362473,900
21,0.5400066375732422,1.8518290895347893,0
21,0.6868779063224792,1.4558628117098216,300
21,0.6315909624099731,1.5833032128646707,600
21,0.5973582863807678,1.674037211501207,900
22,0.527708888053894,1.8949841904081624,0
22,0.6787003874778748,1.4734041978613124,300
22,0.6203382611274719,1.6120237339262107,600
22,0.5879031419754028,1.700960462024268,900
23,0.5163588523864746,1.9366376607629818,0
23,0.6710439324378967,1.4902153967282123,300
23,0.6099675297737122,1.6394315290372643,600
23,0.5788576602935791,1.7275404103537824,900
24,0.5057905912399292,1.9771028115579068,0
24,0.6639401316642761,1.50615989651557,300
24,0.600473940372467,1.6653512047162473,600
24,0.5702139139175415,1.753727812654901,900
25,0.49594542384147644,2.0163508965446955,0
25,0.6571685075759888,1.5216797343021942,300
25,0.5916112065315247,1.6902992860171824,600
25,0.5618362426757812,1.7798780570606048,900
26,0.4867379367351532,2.054493649514166,0
26,0.6508112549781799,1.5365438018331867,300
26,0.5834805369377136,1.7138532250763827,600
26,0.553730845451355,1.805931542760425,900
27,0.4781467318534851,2.09140820878061,0
27,0.6446433067321777,1.5512454555205024,300
27,0.5759057402610779,1.736395264174074,600
27,0.5458715558052063,1.8319327859553265,900
28,0.47005730867385864,2.1274001734410497,0
28,0.6388061046600342,1.565420231123479,300
28,0.5689690113067627,1.757564964220599,600
28,0.5382594466209412,1.8578401294724154,900
29,0.4624466001987457,2.1624118321341963,0
29,0.6332535147666931,1.5791463871596918,300
29,0.5624657273292542,1.7778861029422752,600
29,0.5309145450592041,1.8835422937762736,900
30,0.5309145450592041,1.8835422937762736,937
