epoch,loss
0,0
0,2.304666757583618
0,2.2719643115997314
0,2.2245280742645264
0,2.1614315509796143
1,2.1538448333740234
1,2.1115357875823975
1,2.0191099643707275
1,1.8809627294540405
2,1.8809627294540405
