epoch,loss,precision,batch
0,0,0,0
0,2.3031160831451416,0.4341943540398525,0
0,2.2673985958099365,0.441034056318091,300
0,2.2334837913513184,0.44773103072083315,600
0,2.172645330429077,0.46026840460081414,900
1,2.1622872352600098,0.4624732476301894,0
1,2.1165807247161865,0.47246012794248166,300
1,2.0356831550598145,0.4912355822734197,600
1,1.896852731704712,0.5271890554736395,900
2,1.913661003112793,0.5225585923386552,0
2,1.8151618242263794,0.5509150680965865,300
2,1.686242699623108,0.5930344429206483,600
2,1.5128650665283203,0.6609974822769698,900
3,1.588276982307434,0.6296131034696538,0
3,1.4771678447723389,0.6769711401036623,300
3,1.3732612133026123,0.7281935805898565,600
3,1.2338696718215942,0.8104583675548761,900
4,1.3309849500656128,0.7513232962932478,0
4,1.2526544332504272,0.7983047626352692,300
4,1.1752077341079712,0.8509133925663273,600
4,1.0659271478652954,0.9381504186310237,900
5,1.153070330619812,0.8672497881915565,0
5,1.111302375793457,0.8998451022711182,300
5,1.0510977506637573,0.9513863000548811,600
5,0.9596795439720154,1.0420144998205363,900
6,1.028089165687561,0.9726782786697536,0
6,1.0172737836837769,0.9830195332261247,300
6,0.9701551198959351,1.0307629980938164,600
6,0.8893517255783081,1.1244145271655508,900
7,0.9370021820068359,1.067233373841497,0
7,0.9513503313064575,1.0511374906725828,300
7,0.9139834046363831,1.0941117693464442,600
7,0.8396996259689331,1.1909020429133759,900
8,0.8678088188171387,1.152327538412255,0
8,0.9028704166412354,1.1075786531140273,300
8,0.872368574142456,1.1463044745542403,600
8,0.8025180101394653,1.2460779538470612,900
9,0.8130658864974976,1.2299126265249818,0
9,0.8656579852104187,1.1551906377400611,300
9,0.8395769000053406,1.1910761241687795,600
9,0.7731629014015198,1.2933884931458692,900
10,0.7680684328079224,1.3019673212504996,0
10,0.8360798358917236,1.1960580282784201,300
10,0.8121402263641357,1.2313144547424921,600
10,0.7490988969802856,1.3349372212816346,900
11,0.7300707101821899,1.3697303371483687,0
11,0.8117175102233887,1.2319556833568799,300
11,0.7879544496536255,1.269108893844799,600
11,0.7287623882293701,1.3721893667284881,900
12,0.6972599029541016,1.4341854389780204,0
12,0.7909625768661499,1.2642823178336342,300
12,0.7660067677497864,1.3054714946417376,600
12,0.7109898924827576,1.4064897554422706,900
13,0.6684132218360901,1.496080519252838,0
13,0.7729799747467041,1.2936945751119717,300
13,0.745764434337616,1.3409059938453551,600
13,0.6948671340942383,1.4391240439130906,900
14,0.642882227897644,1.5554948583198573,0
14,0.7569331526756287,1.3211206253355026,300
14,0.7267366051673889,1.3760143536043163,600
14,0.680162787437439,1.4702362705957057,900
15,0.6201249957084656,1.612578120411908,0
15,0.7424391508102417,1.346911728602507,300
15,0.7089263200759888,1.4105838246953668,600
15,0.666479766368866,1.5004206435976721,900
16,0.5996858477592468,1.6675397689249214,0
16,0.7292432188987732,1.371284605854951,300
16,0.6921867728233337,1.4446967773179757,600
16,0.6537124514579773,1.5297245719730386,900
17,0.5813286304473877,1.720197402337478,0
17,0.7171024084091187,1.3945009642604402,300
17,0.6764015555381775,1.478411739021434,600
17,0.6417957544326782,1.5581281008690373,900
18,0.564696192741394,1.7708637190298109,0
18,0.7058755159378052,1.4166803882855035,300
18,0.6617152690887451,1.5112240063269362,600
18,0.6305848956108093,1.5858292942956724,900
19,0.5495750904083252,1.8195875640160775,0
19,0.6954215168952942,1.4379767891918198,300
19,0.6479846239089966,1.5432464955224627,600
19,0.6198917031288147,1.6131850046591092,900
20,0.6198917031288147,1.6131850046591092,937
