epoch,loss,precision,batch
0,0,0,0
0,2.299513816833496,0.4348745342078579,0
0,2.2672016620635986,0.44107236543299094,300
0,2.2217328548431396,0.4500991187217253,600
0,2.158114433288574,0.46336745845130267,900
1,2.1620430946350098,0.4625254706908686,0
1,2.110589027404785,0.47380138293887386,300
1,2.017526626586914,0.4956564076141676,600
1,1.873765230178833,0.5336847881975906,900
2,1.9122405052185059,0.5229467722658312,0
2,1.8046369552612305,0.5541280738403391,300
2,1.6545789241790771,0.6043833783850185,600
2,1.4811255931854248,0.6751621905670548,900
3,1.4811255931854248,0.6751621905670548,937
