epoch,loss,precision,batch
0,0,0,0
0,2.309403419494629,0.4330122626296413,0
0,2.2665796279907227,0.4411934121575424,300
0,2.2243752479553223,0.44956443429192733,600
0,2.151505470275879,0.46479082382801196,900
1,2.1584208011627197,0.4633016877252619,0
1,2.0946245193481445,0.4774125342098086,300
1,2.0047221183776855,0.49882225114034584,600
1,1.8508925437927246,0.5402798792148501,900
2,1.8508925437927246,0.5402798792148501,937
