epoch,loss,precision,batch
0,0,0,0
0,2.2954506874084473,0.43564429655816095,0
0,2.269395351409912,0.44064600704268114,300
0,2.220853805541992,0.4502772751203014,600
0,2.1409811973571777,0.4670755638743571,900
1,2.1559102535247803,0.46384120042337645,0
1,2.1147453784942627,0.4728701668623663,300
1,2.0184929370880127,0.49541912266616805,600
1,1.8586432933807373,0.5380268519308363,900
2,1.9108070135116577,0.5233390881071827,0
2,1.8163743019104004,0.5505473177792893,300
2,1.6666369438171387,0.6000107004166582,600
2,1.4766004085540771,0.6772312903388834,900
3,1.4766004085540771,0.6772312903388834,937
