epoch,loss
0,0
0,2.3117105960845947
0,2.2638099193573
0,2.2357168197631836
0,2.169285774230957
1,2.1648471355438232
1,2.108314275741577
1,2.04876708984375
1,1.9148269891738892
2,1.9148269891738892
