epoch,loss,precision,batch
0,0,0,0
0,2.3109731674194336,0.43271813541507187,0
0,2.278249979019165,0.4389333959000062,300
0,2.240208625793457,0.44638699649940466,600
0,2.1642239093780518,0.4620593995227495,900
1,2.1842594146728516,0.4578210780653888,0
1,2.1346306800842285,0.4684651117075399,300
1,2.0537686347961426,0.4869097633771489,600
1,1.900668740272522,0.526130608038841,900
2,1.900668740272522,0.526130608038841,937
