epoch,loss,precision,batch
0,0,0,0
0,2.302027702331543,0.4343996377572601,0
0,2.2663395404815674,0.441240150532569,300
0,2.228999614715576,0.4486317509424969,600
0,2.167022943496704,0.461462580726719,900
1,2.163160562515259,0.46228653449433715,0
1,2.1204185485839844,0.4716050049023576,300
1,2.048560857772827,0.4881475676964701,600
1,1.909438967704773,0.5237140421419401,900
2,1.9278514385223389,0.5187121683849668,0
2,1.8325470685958862,0.5456885758280735,300
2,1.708409309387207,0.5853398213796271,600
2,1.5278352499008179,0.6545208327042571,900
3,1.5278352499008179,0.6545208327042571,937
