epoch,loss
0,0
0,2.292405605316162
0,2.2464449405670166
0,2.213526487350464
0,2.1320395469665527
1,2.1389384269714355
1,2.059900999069214
1,1.9812657833099365
1,1.821916937828064
2,1.821916937828064
