epoch,loss,precision,batch
0,0,0,0
0,2.3177971839904785,0.43144413450288666,0
0,2.2694296836853027,0.4406393408832613,300
0,2.2476189136505127,0.4449152807563054,600
0,2.1782002449035645,0.4590946137021819,900
1,2.192276954650879,0.45614674636729485,0
1,2.128896713256836,0.46972687485161113,300
1,2.0724618434906006,0.4825179306151773,600
1,1.926404356956482,0.5191018159759022,900
2,1.926404356956482,0.5191018159759022,937
