epoch,loss,
0,0,
0,2.3014330863952637,
0,2.2681188583374023,
0,2.225616216659546,
0,2.155214786529541,
1,2.1502339839935303,
1,2.10268235206604,
1,2.0162734985351562,
1,1.8651695251464844,
2,1.8651695251464844,
